Customerkey,First Name,Last Name,Gender,DateFirstPurchase,Customer City
16058,Margaret,Zhang,FEMALE,2013-05-01,London
16059,Jésus,Carlson,MALE,2013-03-18,Grevenbroich
16060,Antonio,Griffin,MALE,2014-01-23,West Covina
16061,Miguel,Butler,MALE,2013-08-12,Concord
16062,Katherine,Johnson,FEMALE,2013-12-17,Tacoma
16063,Francisco,Kapoor,MALE,2013-07-19,Berkeley
16064,Isabella,Griffin,FEMALE,2013-08-28,Santa Cruz
16065,Makayla,Torres,FEMALE,2013-09-10,National City
16066,Alex,Ramirez,MALE,2013-09-12,Long Beach
16067,Maria,Butler,FEMALE,2013-09-01,Spokane
16068,Jerry,Shen,MALE,2013-09-18,Ballard
16069,Brianna,Hall,FEMALE,2013-09-12,Mill Valley
16070,Sierra,Phillips,FEMALE,2014-01-05,National City
16071,Taylor,Rodriguez,FEMALE,2013-09-10,Haney
16072,Caleb,Evans,MALE,2013-10-12,Beaverton
16073,Miranda,Bryant,FEMALE,2013-12-12,Kirkland
16074,Caleb,Roberts,MALE,2013-05-16,Puyallup
16075,Alexis,Johnson,FEMALE,2013-10-26,Walla Walla
16076,Catherine,Rogers,FEMALE,2014-01-15,Yakima
16077,Stephanie,Rogers,FEMALE,2013-09-19,Burbank
16078,Nicole,James,FEMALE,2013-09-11,Grossmont
16079,Natalie,Carter,FEMALE,2013-09-09,Santa Cruz
16080,Oscar,Patterson,MALE,2013-09-08,Long Beach
16081,Arturo,Cai,MALE,2013-10-26,Bellflower
16082,Autumn,Zeng,FEMALE,2013-06-27,Bellingham
16083,Mindy,Raje,FEMALE,2013-06-18,Burnaby
16084,Allison,Wright,FEMALE,2013-12-15,Lake Oswego
16085,Trevor,Gonzales,MALE,2013-02-07,Haney
16086,Charles,Watson,MALE,2013-10-28,Bellflower
16087,Micah,Chen,MALE,2013-10-14,Berkeley
16088,Bryce,Sanders,MALE,2013-05-21,Beaverton
16089,Lucas,Brooks,MALE,2013-05-20,Royal Oak
16090,Emma,White,FEMALE,2013-10-15,Port Hammond
16091,Alyssa,Lewis,FEMALE,2013-06-26,Downey
16092,Jessica,Bryant,FEMALE,2013-09-24,Everett
16093,Kaitlyn,Morris,FEMALE,2013-09-28,Novato
16094,Kayla,Brown,FEMALE,2013-09-14,Santa Cruz
16095,Marcus,Garcia,MALE,2013-10-07,El Cajon
16096,Kenneth,She,MALE,2013-03-01,Burnaby
16097,Jessica,Stewart,FEMALE,2013-01-30,Cliffside
16098,Jasmine,Diaz,FEMALE,2013-01-23,Victoria
16099,Julian,Jenkins,MALE,2013-11-29,Seattle
16100,Jose,Johnson,MALE,2013-10-06,Colma
16101,Mary,Lopez,FEMALE,2013-10-14,Fremont
16102,Marcus,Alexander,MALE,2013-09-20,Colma
16103,Haley,Hill,FEMALE,2013-02-27,Royal Oak
16104,Jordan,Hernandez,FEMALE,2013-10-28,Marysville
16105,Kristy,Diaz,FEMALE,2013-09-29,Beaverton
16106,Ian,Barnes,MALE,2013-06-04,Royal Oak
16107,Jordan,Edwards,FEMALE,2013-05-14,Walla Walla
16108,Bryce,Howard,MALE,2013-10-19,Edmonds
16109,Adam,Turner,MALE,2013-10-25,N. Vancouver
16110,Brandon,Long,MALE,2013-10-24,Victoria
16111,Allison,Green,FEMALE,2013-10-05,Lake Oswego
16112,Frank,Munoz,MALE,2013-10-01,Berkeley
16113,Roger,Lal,MALE,2013-10-12,Burlingame
16114,Gavin,Ross,MALE,2013-10-17,Glendale
16115,Jennifer,Diaz,FEMALE,2013-03-28,Mill Valley
16116,Begoña,Hurtado,MALE,2013-10-25,National City
16117,Brad,Lal,MALE,2013-11-21,Bellingham
16118,James,Wright,MALE,2013-10-21,Oakland
16119,Hailey,Watson,FEMALE,2013-02-08,Corvallis
16120,Bryce,Ramirez,MALE,2013-10-30,Daly City
16121,Kaitlyn,Ross,FEMALE,2013-11-23,Metchosin
16122,Jason,Phillips,MALE,2013-10-06,Beverly Hills
16123,Natalie,Patterson,FEMALE,2013-11-05,Haney
16124,Eduardo,Murphy,MALE,2013-11-18,Oak Bay
16125,Victoria,Watson,FEMALE,2013-12-03,Port Hammond
16126,Faith,Kelly,FEMALE,2013-09-29,Novato
16127,Amanda,Edwards,FEMALE,2013-10-14,Burlingame
16128,Destiny,Ward,FEMALE,2013-12-13,Langford
16129,Jordyn,Russell,FEMALE,2013-11-12,Portland
16130,Mike,Seamans,FEMALE,2013-09-11,Beverly Hills
16131,Albert,Romero,MALE,2013-11-05,Burbank
16132,Sierra,Nelson,FEMALE,2013-01-18,Royal Oak
16133,Dylan,Simmons,MALE,2013-02-07,Langford
16134,Roy,Hernandez,MALE,2013-04-26,Beaverton
16135,Chelsea,Raman,FEMALE,2013-11-04,Beaverton
16136,George,Srini,MALE,2013-11-27,Bremerton
16137,Timothy,King,MALE,2013-11-09,Olympia
16138,David,Butler,MALE,2013-11-05,Downey
16139,Jacqueline,Alexander,FEMALE,2013-11-09,West Covina
16140,Seth,Harris,MALE,2013-03-25,Oak Bay
16141,Shelby,Ramirez,FEMALE,2013-10-30,Santa Monica
16142,Sophia,King,FEMALE,2013-11-06,Tacoma
16143,Sara,Evans,FEMALE,2013-04-15,Imperial Beach
16144,Patrick,Kelly,MALE,2013-10-15,Kirkland
16145,Sydney,Anderson,FEMALE,2013-10-04,Puyallup
16146,Jacquelyn,Saunders,FEMALE,2013-10-17,Bellingham
16147,Nathan,Griffin,MALE,2013-10-26,Lemon Grove
16148,Karen,Walker,FEMALE,2013-09-29,Long Beach
16149,Dalton,Perry,MALE,2013-05-30,Langley
16150,Nicole,Thompson,FEMALE,2013-11-11,La Jolla
16151,Chloe,Sanchez,FEMALE,2013-11-01,Yakima
16152,Katherine,Evans,FEMALE,2013-10-20,San Gabriel
16153,Eric,Jai,MALE,2013-08-12,Lynnwood
16154,Jennifer,Scott,FEMALE,2013-07-11,San Francisco
16155,Joan,Jenkins,FEMALE,2012-12-05,Cranbourne
16156,Javier,Hernandez,MALE,2012-12-27,Silverwater
16157,Cindy,Raman,FEMALE,2012-12-17,Sydney
16158,Kathleen,Gomez,FEMALE,2012-12-06,Perth
16159,Mindy,Goldberg,FEMALE,2012-12-21,Cloverdale
16160,Erika,Hernandez,FEMALE,2012-12-09,Malabar
16161,Jodi,Deng,FEMALE,2012-12-15,Hobart
16162,Mackenzie,Morgan,FEMALE,2013-07-20,Port Macquarie
16163,Willie,Chande,MALE,2012-12-06,Geelong
16164,Amy,Liang,FEMALE,2012-12-18,Melton
16165,Jenny,Liu,FEMALE,2013-07-09,Matraville
16166,April,Goel,FEMALE,2013-02-12,Lane Cove
16167,Devin,Moore,MALE,2013-08-16,Sunbury
16168,Kathryn,Ashe,FEMALE,2013-02-21,Coffs Harbour
16169,Dennis,Lin,MALE,2012-12-14,Wollongong
16170,Juan,Rubio,MALE,2013-08-18,Hervey Bay
16171,Bruce,Ruiz,MALE,2013-04-06,Seaford
16172,Janelle,Perez,FEMALE,2013-08-02,Caloundra
16173,Cory,Rana,MALE,2013-02-24,Silverwater
16174,Melinda,Hernandez,FEMALE,2013-04-03,Lane Cove
16175,Tony,Shan,MALE,2013-08-11,Silverwater
16176,Michele,Torres,FEMALE,2012-11-28,Geelong
16177,Bethany,Nath,FEMALE,2013-06-03,Hobart
16178,Alfredo,Carlson,MALE,2013-04-19,Sydney
16179,Jamie,Zhao,FEMALE,2013-09-15,Townsville
16180,Kyle,Perez,MALE,2012-12-26,Coffs Harbour
16181,Daisy,Rubio,FEMALE,2013-10-06,Perth
16182,Louis,Sun,MALE,2013-05-22,Findon
16183,Tanya,Carlson,FEMALE,2013-05-09,St. Leonards
16184,Christine,She,FEMALE,2013-09-28,Brisbane
16185,Grant,Raji,MALE,2013-04-27,Springwood
16186,Bethany,Raji,FEMALE,2013-06-29,Pantin
16187,Louis,Hu,MALE,2013-08-08,London
16188,Teresa,Torres,FEMALE,2013-11-28,London
16189,Amanda,Hughes,FEMALE,2013-06-16,Peterborough
16190,Lance,Alvarez,MALE,2013-03-18,London
16191,Margaret,Zeng,FEMALE,2013-10-21,Reading
16192,Marie,Lopez,FEMALE,2013-01-28,Berkshire
16193,Victor,Rubio,MALE,2013-02-19,Esher-Molesey
16194,Katie,Deng,FEMALE,2013-03-24,Courbevoie
16195,Abby,Perez,FEMALE,2013-05-22,Pantin
16196,Kurt,Raheem,MALE,2012-03-07,Frankfurt am Main
16197,Heidi,Prasad,FEMALE,2012-03-18,Berlin
16198,Arthur,Navarro,MALE,2013-05-06,Cheltenham
16199,Terrence,Xie,MALE,2012-03-20,Dresden
16200,Julia,Edwards,FEMALE,2013-03-23,Warrington
16201,Ross,Martin,MALE,2012-01-18,London
16202,Kenneth,Jai,MALE,2013-10-09,Paris
16203,Warren,Raje,MALE,2012-09-01,Orly
16204,Terrence,Anand,MALE,2012-09-15,Les Ulis
16205,Melanie,Sanders,FEMALE,2012-09-12,Paris
16206,Cindy,Lewis,FEMALE,2012-04-15,Darmstadt
16207,Jordan,Shan,MALE,2012-04-09,Erlangen
16208,Ruth,Chandra,FEMALE,2013-03-04,Saarbrücken
16209,Carolyn,Alvarez,FEMALE,2013-02-03,Colombes
16210,Olivia,Cooper,FEMALE,2013-12-16,Burlingame
16211,Jesse,Roberts,MALE,2013-12-02,Bremerton
16212,Jacqueline,Rivera,FEMALE,2013-12-16,Chula Vista
16213,Kaylee,Turner,FEMALE,2013-07-05,Shawnee
16214,Brett,Fernandez,MALE,2013-03-31,Bellingham
16215,Thomas,Turner,MALE,2013-12-22,Lynnwood
16216,Charles,Mitchell,MALE,2013-12-05,Port Orchard
16217,Amanda,Gonzales,FEMALE,2013-08-29,Woodburn
16218,Julia,Simmons,FEMALE,2013-01-12,Redmond
16219,Angel,Sanders,MALE,2013-06-09,Langley
16220,Megan,Russell,FEMALE,2013-07-24,Vancouver
16221,Darren,Saunders,MALE,2013-02-15,Burien
16222,Brandon,Anderson,MALE,2013-02-14,Berkeley
16223,Carlos,Collins,MALE,2013-02-14,Los Angeles
16224,Jacob,Martinez,MALE,2013-02-26,Oakland
16225,Wyatt,Nelson,MALE,2013-03-03,Lincoln Acres
16226,Maria,Blue,FEMALE,2013-03-03,Sedro Woolley
16227,Eric,Lopez,MALE,2013-01-30,Daly City
16228,Rafael,Zhu,MALE,2013-12-11,Burlingame
16229,Wayne,Chande,MALE,2013-12-07,Ballard
16230,Craig,Blanco,MALE,2013-12-18,Bellflower
16231,Dana,Martin,FEMALE,2013-01-11,Bellingham
16232,Chase,Richardson,MALE,2013-02-17,Kirkland
16233,Rebecca,King,FEMALE,2014-01-14,Lemon Grove
16234,Wyatt,Martin,MALE,2013-06-02,San Francisco
16235,Sebastian,Morris,MALE,2013-02-18,Lincoln Acres
16236,Nicholas,Martinez,MALE,2013-09-25,Lebanon
16237,Erin,James,FEMALE,2013-03-02,Sedro Woolley
16238,Ann,Arun,FEMALE,2013-04-09,Beverly Hills
16239,Gabriel,Nelson,MALE,2014-01-05,Mill Valley
16240,Madeline,Green,FEMALE,2014-01-02,Burbank
16241,Isabel,Butler,FEMALE,2013-04-26,Vancouver
16242,Megan,Garcia,FEMALE,2013-06-23,Colma
16243,Maria,James,FEMALE,2013-02-27,Newton
16244,Gregory,Kumar,MALE,2013-10-14,Bellflower
16245,Alexandra,Griffin,FEMALE,2014-01-23,Santa Monica
16246,Lucas,Simmons,MALE,2013-06-07,Sedro Woolley
16247,Anna,Brown,FEMALE,2013-07-12,Sooke
16248,Alyssa,Ross,FEMALE,2013-05-02,Issaquah
16249,Jesse,Rivera,MALE,2013-04-29,El Cajon
16250,Brendan,Raje,MALE,2012-02-17,Kirkby
16251,Makayla,Howard,FEMALE,2013-05-01,Newcastle upon Tyne
16252,Danny,Jiménez,MALE,2012-04-11,Saarlouis
16253,Bethany,Lal,FEMALE,2012-04-01,Hamburg
16254,Maria,Morris,FEMALE,2013-02-21,Chatou
16255,Taylor,Russell,FEMALE,2013-04-17,Tremblay-en-France
16256,Richard,Collins,MALE,2013-06-10,Leeds
16257,Michele,Chandra,FEMALE,2014-01-15,Courbevoie
16258,Deanna,Malhotra,FEMALE,2013-12-19,Orleans
16259,Ebony,Sai,FEMALE,2012-09-10,Villeneuve-d'Ascq
16260,Gina,Schmidt,FEMALE,2012-02-02,Oxford
16261,Diana,Navarro,FEMALE,2012-09-25,Dunkerque
16262,Kathryn,Xie,FEMALE,2012-08-30,Paris
16263,Eduardo,Robinson,MALE,2012-04-20,Ingolstadt
16264,Jennifer,Howard,FEMALE,2013-11-18,Warrington
16265,Julie,Goel,FEMALE,2013-10-02,Bobigny
16266,Alisha,Yang,FEMALE,2013-07-05,Morangis
16267,Edwin,Chen,MALE,2012-04-12,Grevenbroich
16268,Lindsey,Kumar,FEMALE,2012-10-20,Roissy en Brie
16269,Tara,Nath,FEMALE,2012-04-06,Berlin
16270,Jerome,Hernandez,MALE,2012-04-26,Berlin
16271,Michele,Gutierrez,FEMALE,2012-04-29,Berlin
16272,Raul,Deng,MALE,2012-02-24,Milton Keynes
16273,Marie,Martinez,FEMALE,2012-10-26,Bobigny
16274,Ross,Diaz,MALE,2014-01-02,Eilenburg
16275,Deborah,McDonald,FEMALE,2012-02-04,Warrington
16276,Brandi,Carlson,FEMALE,2013-12-12,Bonn
16277,Christy,Luo,FEMALE,2012-02-28,West Sussex
16278,Angel,Turner,MALE,2012-04-15,Hof
16279,Victoria,Patterson,FEMALE,2013-09-27,Erlangen
16280,Glenn,Ma,MALE,2013-11-04,Münster
16281,Gilbert,Luo,MALE,2013-06-27,Paris
16282,Kristine,Suarez,FEMALE,2013-05-13,London
16283,Clayton,Raji,MALE,2013-10-03,Paris
16284,Troy,Perez,MALE,2013-06-12,Hof
16285,Mindy,Xie,FEMALE,2014-01-16,Lieusaint
16286,Billy,Torres,MALE,2012-09-28,Paris
16287,Laura,Xu,FEMALE,2012-02-15,London
16288,Edwin,Shen,MALE,2012-10-26,Suresnes
16289,Julie,Pal,FEMALE,2012-10-12,Saint Ouen
16290,Russell,Nath,MALE,2012-04-20,Frankfurt am Main
16291,Lindsey,Lal,FEMALE,2012-10-06,Paris
16292,Carly,Lal,FEMALE,2013-03-25,Mühlheim
16293,Sean,Adams,MALE,2013-07-01,Gateshead
16294,Steve,Hu,MALE,2013-07-05,London
16295,Roger,Xu,MALE,2013-03-17,Metz
16296,Sydney,White,FEMALE,2013-12-02,Villeneuve-d'Ascq
16297,Deanna,Garcia,FEMALE,2012-05-16,Frankfurt
16298,Adrienne,Sanz,FEMALE,2012-05-10,Hamburg
16299,Alison,Tang,FEMALE,2013-04-24,Solingen
16300,Orlando,Martin,MALE,2013-07-01,Stoke-on-Trent
16301,Omar,Cai,MALE,2013-03-16,Boulogne-sur-Mer
16302,Rosa,Zeng,FEMALE,2013-04-23,Croix
16303,Tracy,Yuan,FEMALE,2014-01-26,Darmstadt
16304,Justin,Moore,MALE,2013-04-30,Darmstadt
16305,Stanley,Gonzalez,MALE,2012-05-29,Ingolstadt
16306,Kristine,Romero,FEMALE,2013-03-29,W. York
16307,Kelli,Sun,FEMALE,2012-05-04,Salzgitter
16308,Sheena,Chander,FEMALE,2012-02-06,Liverpool
16309,Desiree,Ortega,FEMALE,2012-05-05,Dresden
16310,Diana,Rubio,FEMALE,2012-10-19,Dunkerque
16311,Carl,Beck,MALE,2012-01-31,London
16312,Bethany,Beck,FEMALE,2013-11-22,Paris La Defense
16313,Hailey,Russell,FEMALE,2012-05-13,Paderborn
16314,Gabriel,Ross,MALE,2013-03-10,Stoke-on-Trent
16315,Garrett,Richardson,MALE,2013-10-22,Paris
16316,Kelli,Hu,FEMALE,2012-05-15,Berlin
16317,Joel,Raman,MALE,2012-02-17,Oxford
16318,Kellie,Moreno,FEMALE,2012-02-23,Warrington
16319,Joy,Ortega,FEMALE,2013-03-24,Bobigny
16320,Rachel,Simmons,FEMALE,2013-03-01,Dunkerque
16321,Ruth,Malhotra,FEMALE,2013-07-27,Billericay
16322,Gloria,Dominguez,FEMALE,2013-08-16,Paris La Defense
16323,Dustin,Raje,MALE,2013-08-19,Versailles
16324,Juan,Romero,MALE,2012-02-27,Billericay
16325,Emma,Williams,FEMALE,2013-10-10,Runcorn
16326,Jésus,Romero,MALE,2013-04-09,Bonn
16327,Darren,Diaz,MALE,2012-05-12,Salzgitter
16328,Maurice,Rai,MALE,2012-02-12,West Sussex
16329,Jamie,Ye,FEMALE,2012-01-30,London
16330,Luke,Simmons,MALE,2013-05-20,Chatou
16331,Erin,Richardson,FEMALE,2013-03-09,Newton
16332,Joan,Vazquez,FEMALE,2013-09-23,Matraville
16333,Caleb,Hill,MALE,2013-06-04,Everett
16334,Natalie,Bailey,FEMALE,2013-01-30,Oregon City
16335,Kristen,Lu,FEMALE,2013-09-23,Bellflower
16336,Jonathan,Wright,MALE,2013-10-01,Downey
16337,Jose,White,MALE,2013-11-26,El Cajon
16338,Barbara,Zhang,FEMALE,2013-01-28,Gold Coast
16339,Seth,Davis,MALE,2012-12-23,Townsville
16340,Sean,Mitchell,MALE,2013-03-28,Imperial Beach
16341,Lacey,Raji,FEMALE,2013-09-17,Hervey Bay
16342,Gregory,Jai,MALE,2013-11-26,Cranbourne
16343,Joel,Malhotra,MALE,2013-06-07,St. Leonards
16344,Xavier,King,MALE,2013-10-21,Santa Cruz
16345,Francis,Ramos,MALE,2011-01-20,Wollongong
16346,Marc,Navarro,MALE,2013-04-16,Milsons Point
16347,Raul,Sharma,MALE,2011-01-26,Rhodes
16348,Roy,Raman,MALE,2011-01-16,Goulburn
16349,Levi,Sai,MALE,2011-01-25,Bendigo
16350,Fernando,Thompson,MALE,2011-01-23,Sydney
16351,Martha,Xu,FEMALE,2010-12-31,Rockhampton
16352,Tiffany,Gao,FEMALE,2011-01-13,Goulburn
16353,Alejandro,Xu,MALE,2013-06-09,Bremerton
16354,Janet,Torres,FEMALE,2013-03-09,Marysville
16355,Sam,Foster,FEMALE,2013-03-20,Chula Vista
16356,Sophia,Baker,FEMALE,2013-07-15,Palo Alto
16357,Margaret,Russell,FEMALE,2013-08-26,Lincoln Acres
16358,Samuel,Jai,MALE,2013-03-08,Victoria
16359,Shelby,Richardson,FEMALE,2013-08-13,Woodburn
16360,Justin,Garcia,MALE,2013-03-01,Yakima
16361,Wyatt,White,MALE,2013-03-11,Spring Valley
16362,Joshua,Smith,MALE,2013-04-18,Oakland
16363,Melanie,Ramirez,FEMALE,2013-03-19,Langley
16364,Shawna,Yuan,FEMALE,2013-04-23,Chula Vista
16365,Jenna,Young,FEMALE,2013-11-16,Oak Bay
16366,Isabelle,Henderson,FEMALE,2013-11-11,Cliffside
16367,Emily,Williams,FEMALE,2013-10-28,Beaverton
16368,Lauren,Williams,FEMALE,2014-01-01,Renton
16369,Isabel,Powell,FEMALE,2013-09-02,Everett
16370,Molly,Gonzalez,FEMALE,2013-12-09,Cliffside
16371,Caleb,Diaz,MALE,2013-06-15,Concord
16372,Vanessa,Foster,FEMALE,2013-04-04,Lincoln Acres
16373,Sara,Cook,FEMALE,2013-04-16,Kirkland
16374,Edward,Phillips,MALE,2013-12-20,Woodburn
16375,Gabriella,Hernandez,FEMALE,2013-05-15,Spring Valley
16376,Maria,Wright,FEMALE,2013-11-02,Bellingham
16377,Jordan,Adams,FEMALE,2013-02-23,Los Angeles
16378,Hailey,Baker,FEMALE,2013-12-14,Woodburn
16379,Marc,Jimenez,MALE,2013-12-03,Colma
16380,Mariah,Torres,FEMALE,2013-07-25,Shawnee
16381,Kayla,Davis,FEMALE,2013-02-28,Burien
16382,Jennifer,Davis,FEMALE,2013-04-07,Tacoma
16383,Brian,Kelly,MALE,2013-03-03,Redwood City
16384,Jada,Reed,FEMALE,2013-01-31,Newport Beach
16385,James,Perez,MALE,2013-06-05,Santa Cruz
16386,Philip,Moyer,MALE,2013-08-13,York
16387,Douglas,Vance,MALE,2013-09-13,Berks
16388,Jay,Torres,MALE,2012-09-28,Paris
16389,Arturo,Shen,MALE,2012-05-02,Berlin
16390,Mario,Nath,MALE,2012-05-25,Offenbach
16391,Sergio,Suri,MALE,2012-10-01,Verrieres Le Buisson
16392,Kari,Raman,FEMALE,2012-09-28,Colomiers
16393,Xavier,Edwards,MALE,2012-10-17,Tremblay-en-France
16394,Bryan,Bell,MALE,2012-10-05,Lille
16395,Tara,Pal,FEMALE,2013-02-27,Paris
16396,Keith,Rai,MALE,2013-04-04,Mühlheim
16397,Andy,Navarro,MALE,2013-07-31,Berlin
16398,Emmanuel,Rana,MALE,2013-03-11,Roubaix
16399,Arturo,Xu,MALE,2013-03-16,Frankfurt
16400,Theodore,Ramos,MALE,2012-10-01,Pantin
16401,Margaret,Gao,FEMALE,2013-10-24,London
16402,Alexander,Martin,MALE,2013-12-06,Oxford
16403,Byron,Suarez,MALE,2013-12-10,Paris La Defense
16404,Raul,Nara,MALE,2012-10-13,Paris
16405,Adriana,Sai,FEMALE,2012-02-17,Berks
16406,Dakota,Henderson,MALE,2012-02-05,Oxford
16407,Colleen,Zhao,FEMALE,2012-02-21,Milton Keynes
16408,Arthur,Madan,MALE,2012-10-13,Paris
16409,Ebony,Moreno,FEMALE,2012-05-20,Berlin
16410,Joy,Navarro,FEMALE,2012-02-20,Warrington
16411,Stanley,Sanchez,MALE,2012-06-10,Offenbach
16412,Leah,Liang,FEMALE,2012-10-14,Croix
16413,Julia,Gonzalez,FEMALE,2013-03-05,Bottrop
16414,Kelly,Flores,FEMALE,2012-06-12,Darmstadt
16415,Andre,Patel,MALE,2012-11-14,Tremblay-en-France
16416,Brian,Rivera,MALE,2012-11-08,Villeneuve-d'Ascq
16417,Noah,Bryant,MALE,2012-02-19,Bury
16418,Katrina,Rai,FEMALE,2013-02-13,Paris
16419,Lacey,Simpson,FEMALE,2013-10-29,Frankfurt
16420,Eddie,Alonso,MALE,2012-02-18,Reading
16421,Natasha,Diaz,FEMALE,2013-10-30,Suresnes
16422,Kurt,Xu,MALE,2012-06-10,Saarbrücken
16423,Sergio,Madan,MALE,2013-10-01,Les Ulis
16424,Brandi,Diaz,FEMALE,2012-10-29,Paris
16425,Lisa,Lu,FEMALE,2012-11-13,Roissy en Brie
16426,Jorge,Ye,MALE,2012-11-26,Saint Ouen
16427,Kendra,Alonso,FEMALE,2012-03-05,Watford
16428,Ryan,Ross,MALE,2012-03-19,Bury
16429,Jaclyn,Luo,FEMALE,2012-06-27,Saarlouis
16430,Franklin,Rai,MALE,2012-11-19,Paris
16431,Jermaine,Rodriguez,MALE,2012-11-01,Paris
16432,John,Garcia,MALE,2012-11-12,Chatou
16433,Mathew,Dominguez,MALE,2012-11-05,Paris
16434,Taylor,Bailey,FEMALE,2013-06-02,Neunkirchen
16435,Steven,Cooper,MALE,2013-12-17,Newcastle upon Tyne
16436,Ethan,Henderson,MALE,2012-12-05,Roubaix
16437,Jésus,Gutierrez,MALE,2013-03-20,London
16438,Kaitlin,Arthur,FEMALE,2013-04-26,Paris
16439,Dawn,Deng,FEMALE,2013-08-29,Paris
16440,Jimmy,Martin,MALE,2013-02-26,Paris
16441,Jason,Young,MALE,2013-02-15,Darmstadt
16442,Luke,Gonzalez,MALE,2012-06-10,Frankfurt
16443,Dawn,Gao,FEMALE,2014-01-03,Gloucestershire
16444,Erika,Carlson,FEMALE,2012-03-25,Runcorn
16445,Caitlin,Ward,FEMALE,2012-03-10,Bury
16446,Kristine,Munoz,FEMALE,2012-03-09,Reading
16447,Kate,Becker,FEMALE,2012-03-29,Runcorn
16448,Cheryl,Martin,FEMALE,2012-06-11,Kiel
16449,Casey,Browning,MALE,2013-03-25,Bracknell
16450,Rebekah,Gutierrez,FEMALE,2013-10-12,Lille
16451,Karl,Stone,MALE,2012-05-30,Mühlheim
16452,Cassie,Luo,FEMALE,2012-03-04,Birmingham
16453,Mayra,Chandra,FEMALE,2013-04-10,Warrington
16454,Marco,Suri,MALE,2013-02-12,West Sussex
16455,Deb,Moreno,FEMALE,2013-03-27,Saint Germain en Laye
16456,Larry,Navarro,MALE,2013-09-06,Hamburg
16457,Kathleen,Martin,FEMALE,2013-08-13,Braunschweig
16458,Michele,Ruiz,FEMALE,2013-03-27,Hamburg
16459,Carolyn,Kapoor,FEMALE,2013-02-14,Cheltenham
16460,Jodi,Xu,FEMALE,2013-06-15,York
16461,Rosa,Wu,FEMALE,2012-03-01,York
16462,Marissa,Gonzales,FEMALE,2014-01-10,Hamburg
16463,Anna,Murphy,FEMALE,2013-06-11,Bottrop
16464,Alan,Liu,MALE,2013-05-01,Milton Keynes
16465,Kara,Goel,FEMALE,2012-03-23,Billericay
16466,Alisha,Kumar,FEMALE,2012-06-27,Darmstadt
16467,Ronald,Srini,MALE,2013-10-14,Lancaster
16468,Orlando,Dominguez,MALE,2013-09-08,Paris
16469,Michele,Tang,FEMALE,2013-04-16,Roncq
16470,Wesley,Guo,MALE,2012-03-07,Stoke-on-Trent
16471,Vanessa,Hayes,FEMALE,2013-12-03,Chatou
16472,Olivia,Robinson,FEMALE,2013-11-01,Paris
16473,Dawn,Andersen,FEMALE,2013-10-05,Berlin
16474,Jay,Serrano,MALE,2013-03-28,Kassel
16475,Kurt,Anand,MALE,2012-06-01,Essen
16476,Shawn,Xie,MALE,2012-12-04,Paris
16477,Anna,Gonzales,FEMALE,2013-02-15,Bremerton
16478,Adrian,Gray,MALE,2013-10-12,Oakland
16479,Victoria,Brooks,FEMALE,2013-05-26,Shawnee
16480,Alan,Zhou,MALE,2013-06-28,Gold Coast
16481,Madison,Bryant,FEMALE,2013-09-30,Melbourne
16482,Tabitha,Arthur,FEMALE,2011-01-11,Bendigo
16483,Warren,Jai,MALE,2011-01-02,Melbourne
16484,Dustin,Lal,MALE,2011-01-19,Springwood
16485,Ian,Foster,MALE,2013-10-12,Burbank
16486,Rachael,Madan,FEMALE,2013-03-01,North Sydney
16487,Brianna,Griffin,FEMALE,2013-06-08,Melton
16488,Joel,Rodriguez,MALE,2013-03-19,Hobart
16489,Frederick,Garcia,MALE,2013-03-16,Lane Cove
16490,Megan,Robinson,FEMALE,2013-05-19,San Gabriel
16491,Christian,Garcia,MALE,2013-01-29,Langford
16492,Theodore,Sanz,MALE,2013-10-30,Wollongong
16493,Brenda,Fernandez,FEMALE,2011-01-13,Seaford
16494,Jordyn,Simmons,FEMALE,2011-01-24,Warrnambool
16495,Monique,Ramos,FEMALE,2011-01-18,Warrnambool
16496,Dawn,Tang,FEMALE,2011-01-24,Darlinghurst
16497,Julia,Peterson,FEMALE,2013-05-31,Sooke
16498,Hunter,Jones,MALE,2013-09-07,Issaquah
16499,Danielle,Kelly,FEMALE,2013-12-23,Lynnwood
16500,Chloe,Perry,FEMALE,2013-04-20,Renton
16501,Vanessa,Wood,FEMALE,2013-09-02,Seattle
16502,Jackson,Parker,MALE,2014-01-12,Woodburn
16503,Christian,Anderson,MALE,2013-05-17,Mill Valley
16504,Justin,Russell,MALE,2013-04-05,San Diego
16505,Erin,Gray,FEMALE,2013-12-11,Fremont
16506,Catherine,Murphy,FEMALE,2013-04-06,Metchosin
16507,Tracy,Nath,FEMALE,2013-07-14,Orleans
16508,Brent,Zhu,MALE,2013-08-23,Pantin
16509,Veronica,Sai,FEMALE,2012-03-25,London
16510,Brad,Nara,MALE,2013-04-08,Paris
16511,Joe,Raman,MALE,2013-02-02,Cambridge
16512,Ricardo,Sharma,MALE,2012-03-29,York
16513,Ronnie,Wagner,MALE,2012-11-28,Lieusaint
16514,Manuel,Fernandez,MALE,2011-01-10,Malabar
16515,Troy,Sai,MALE,2011-01-17,Hobart
16516,Melvin,She,MALE,2011-01-18,Townsville
16517,Katrina,Raji,FEMALE,2010-12-31,Wollongong
16518,Krystal,Holt,FEMALE,2011-01-15,Cranbourne
